Year,State,StateUnemploymentRate
2010/2/1,Rhode Island,11.9
2010/2/1,South Carolina,11.8
2010/2/1,South Dakota,4.9
2010/2/1,Tennessee,10.4
2010/2/1,Texas,8.3
2010/2/1,Utah,8
2010/2/1,Vermont,6.6
2010/2/1,Virginia,7.6
2010/2/1,Washington,9.3
2010/2/1,West Virginia,8.9
2010/2/1,Wisconsin,9.2
2010/2/1,Wyoming,7.6
2010/3/1,Alabama,10.9
2010/3/1,Alaska,8.4
2010/3/1,Arizona,10.6
2010/3/1,Arkansas,7.9
2010/3/1,California,12.6
2010/3/1,Colorado,9.1
2010/3/1,Connecticut,9.7
2010/3/1,Delaware,9
2010/3/1,District of Columbia,10.2
2010/3/1,Florida,10.9
2010/3/1,Georgia,10.8
2010/3/1,Hawaii,6.9
2010/3/1,Idaho,9
2010/3/1,Illinois,11.2
2010/3/1,Indiana,10.6
2010/3/1,Iowa,6.3
2010/3/1,Kansas,7.1
2010/3/1,Kentucky,10.7
2010/3/1,Louisiana,7.3
2010/3/1,Maine,8.7
2010/3/1,Maryland,8
2010/3/1,Massachusetts,8.4
2010/3/1,Michigan,12.9
2010/3/1,Minnesota,7.6
2010/3/1,Mississippi,10.4
2010/3/1,Missouri,9.6
2010/3/1,Montana,7.4
2010/3/1,Nebraska,4.9
2010/3/1,Nevada,13.7
2010/3/1,New Hampshire,6.5
2010/3/1,New Jersey,9.9
2010/3/1,New Mexico,7.9
2010/3/1,New York,8.9
2010/3/1,North Carolina,11.2
2010/3/1,North Dakota,3.9
2010/3/1,Ohio,10.9
2010/3/1,Oklahoma,6.8
2010/3/1,Oregon,10.9
2010/3/1,Pennsylvania,8.5
2010/3/1,Rhode Island,11.8
2010/3/1,South Carolina,11.7
2010/3/1,South Dakota,4.9
2010/3/1,Tennessee,10.2
2010/3/1,Texas,8.3
2010/3/1,Utah,8
2010/3/1,Vermont,6.6
2010/3/1,Virginia,7.6
2010/3/1,Washington,9.3
2010/3/1,West Virginia,8.8
2010/3/1,Wisconsin,9
2010/3/1,Wyoming,7.5
2010/4/1,Alabama,10.5
2010/4/1,Alaska,8.3
2010/4/1,Arizona,10.5
2010/4/1,Arkansas,7.8
2010/4/1,California,12.5
2010/4/1,Colorado,9.1
2010/4/1,Connecticut,9.6
2010/4/1,Delaware,8.8
2010/4/1,District of Columbia,10
2010/4/1,Florida,10.9
2010/4/1,Georgia,10.7
2010/4/1,Hawaii,6.8
2010/4/1,Idaho,8.9
2010/4/1,Illinois,10.9
2010/4/1,Indiana,10.4
2010/4/1,Iowa,6.2
2010/4/1,Kansas,7
2010/4/1,Kentucky,10.5
2010/4/1,Louisiana,7.3
2010/4/1,Maine,8.6
2010/4/1,Maryland,7.9
2010/4/1,Massachusetts,8.3
2010/4/1,Michigan,12.7
2010/4/1,Minnesota,7.5
2010/4/1,Mississippi,10.4
2010/4/1,Missouri,9.6
2010/4/1,Montana,7.4
2010/4/1,Nebraska,4.8
2010/4/1,Nevada,13.8
2010/4/1,New Hampshire,6.3
2010/4/1,New Jersey,9.8
2010/4/1,New Mexico,7.9
2010/4/1,New York,8.8
2010/4/1,North Carolina,11
2010/4/1,North Dakota,3.8
2010/4/1,Ohio,10.7
2010/4/1,Oklahoma,6.7
2010/4/1,Oregon,10.9
2010/4/1,Pennsylvania,8.4
2010/4/1,Rhode Island,11.8
2010/4/1,South Carolina,11.5
2010/4/1,South Dakota,4.9
2010/4/1,Tennessee,10
2010/4/1,Texas,8.2
2010/4/1,Utah,8
2010/4/1,Vermont,6.5
2010/4/1,Virginia,7.5
2010/4/1,Washington,9.2
2010/4/1,West Virginia,8.7
2010/4/1,Wisconsin,8.8
2010/4/1,Wyoming,7.2
2010/5/1,Alabama,10.3
2010/5/1,Alaska,8.2
2010/5/1,Arizona,10.4
2010/5/1,Arkansas,7.8
2010/5/1,California,12.5
2010/5/1,Colorado,9
2010/5/1,Connecticut,9.6
2010/5/1,Delaware,8.7
2010/5/1,District of Columbia,9.8
2010/5/1,Florida,10.8
2010/5/1,Georgia,10.6
2010/5/1,Hawaii,6.8
2010/5/1,Idaho,8.8
2010/5/1,Illinois,10.7
2010/5/1,Indiana,10.3
2010/5/1,Iowa,6.1
2010/5/1,Kansas,6.9
2010/5/1,Kentucky,10.3
2010/5/1,Louisiana,7.4
2010/5/1,Maine,8.5
2010/5/1,Maryland,7.9
2010/5/1,Massachusetts,8.1
2010/5/1,Michigan,12.5
2010/5/1,Minnesota,7.4
2010/5/1,Mississippi,10.3
2010/5/1,Missouri,9.5
2010/5/1,Montana,7.2
2010/5/1,Nebraska,4.7
2010/5/1,Nevada,13.7
2010/5/1,New Hampshire,6.1
2010/5/1,New Jersey,9.7
2010/5/1,New Mexico,7.9
2010/5/1,New York,8.8
2010/5/1,North Carolina,10.8
2010/5/1,North Dakota,3.7
2010/5/1,Ohio,10.4
2010/5/1,Oklahoma,6.6
2010/5/1,Oregon,10.8
2010/5/1,Pennsylvania,8.3
2010/5/1,Rhode Island,11.7
2010/5/1,South Carolina,11.3
2010/5/1,South Dakota,4.9
2010/5/1,Tennessee,9.8
2010/5/1,Texas,8.2
2010/5/1,Utah,8
2010/5/1,Vermont,6.4
2010/5/1,Virginia,7.4
2010/5/1,Washington,9.1
2010/5/1,West Virginia,8.5
2010/5/1,Wisconsin,8.6
2010/5/1,Wyoming,7
2010/6/1,Alabama,10.1
2010/6/1,Alaska,8
2010/6/1,Arizona,10.3
2010/6/1,Arkansas,7.7
2010/6/1,California,12.4
2010/6/1,Colorado,9
2010/6/1,Connecticut,9.5
2010/6/1,Delaware,8.6
2010/6/1,District of Columbia,9.7
2010/6/1,Florida,10.8
2010/6/1,Georgia,10.5
2010/6/1,Hawaii,6.8
2010/6/1,Idaho,8.7
2010/6/1,Illinois,10.4
2010/6/1,Indiana,10.1
2010/6/1,Iowa,6
2010/6/1,Kansas,6.8
2010/6/1,Kentucky,10.1
2010/6/1,Louisiana,7.4
2010/6/1,Maine,8.3
2010/6/1,Maryland,7.8
2010/6/1,Massachusetts,8
2010/6/1,Michigan,12.4
2010/6/1,Minnesota,7.3
2010/6/1,Mississippi,9.9
2010/6/1,Missouri,9.4
2010/6/1,Montana,7.1
2010/6/1,Nebraska,4.6
2010/6/1,Nevada,13.7
2010/6/1,New Hampshire,6
2010/6/1,New Jersey,9.6
2010/6/1,New Mexico,7.8
2010/6/1,New York,8.7
2010/6/1,North Carolina,10.6
2010/6/1,North Dakota,3.7
2010/6/1,Ohio,10.2
2010/6/1,Oklahoma,6.4
2010/6/1,Oregon,10.7
2010/6/1,Pennsylvania,8.1
2010/6/1,Rhode Island,11.6
2010/6/1,South Carolina,11.2
2010/6/1,South Dakota,4.9
2010/6/1,Tennessee,9.6
2010/6/1,Texas,8.1
2010/6/1,Utah,7.9
2010/6/1,Vermont,6.3
2010/6/1,Virginia,7.3
2010/6/1,Washington,9
2010/6/1,West Virginia,8.5
2010/6/1,Wisconsin,8.4
2010/6/1,Wyoming,6.8
2010/7/1,Alabama,10.1
2010/7/1,Alaska,7.9
2010/7/1,Arizona,10.2
2010/7/1,Arkansas,7.7
2010/7/1,California,12.3
2010/7/1,Colorado,9.1
2010/7/1,Connecticut,9.5
2010/7/1,Delaware,8.6
2010/7/1,District of Columbia,9.7
2010/7/1,Florida,10.8
2010/7/1,Georgia,10.5
2010/7/1,Hawaii,6.8
2010/7/1,Idaho,8.6
2010/7/1,Illinois,10.2
2010/7/1,Indiana,10
2010/7/1,Iowa,6
2010/7/1,Kansas,6.8
2010/7/1,Kentucky,10
2010/7/1,Louisiana,7.6
2010/7/1,Maine,8.3
2010/7/1,Maryland,7.7
2010/7/1,Massachusetts,7.9
2010/7/1,Michigan,12.3
2010/7/1,Minnesota,7.2
2010/7/1,Mississippi,9.8
2010/7/1,Missouri,9.4
2010/7/1,Montana,7
2010/7/1,Nebraska,4.6
2010/7/1,Nevada,13.7
2010/7/1,New Hampshire,5.9
2010/7/1,New Jersey,9.5
2010/7/1,New Mexico,7.8
2010/7/1,New York,8.6
2010/7/1,North Carolina,10.4
2010/7/1,North Dakota,3.6
2010/7/1,Ohio,10
2010/7/1,Oklahoma,6.4
2010/7/1,Oregon,10.7
2010/7/1,Pennsylvania,8
2010/7/1,Rhode Island,11.5
2010/7/1,South Carolina,11.1
2010/7/1,South Dakota,4.9
2010/7/1,Tennessee,9.5
2010/7/1,Texas,8.1
2010/7/1,Utah,7.9
2010/7/1,Vermont,6.2
2010/7/1,Virginia,7.2
2010/7/1,Washington,9
2010/7/1,West Virginia,8.4
2010/7/1,Wisconsin,8.3
2010/7/1,Wyoming,6.6
2010/8/1,Alabama,10
2010/8/1,Alaska,7.9
2010/8/1,Arizona,10.2
2010/8/1,Arkansas,7.8
2010/8/1,California,12.4
2010/8/1,Colorado,9.2
2010/8/1,Connecticut,9.5
2010/8/1,Delaware,8.5
2010/8/1,District of Columbia,9.7
2010/8/1,Florida,10.8
2010/8/1,Georgia,10.6
2010/8/1,Hawaii,6.8
2010/8/1,Idaho,8.6
2010/8/1,Illinois,10.1
2010/8/1,Indiana,9.9
2010/8/1,Iowa,6
2010/8/1,Kansas,6.8
2010/8/1,Kentucky,10
2010/8/1,Louisiana,7.7
2010/8/1,Maine,8.3
2010/8/1,Maryland,7.7
2010/8/1,Massachusetts,7.9
2010/8/1,Michigan,12
2010/8/1,Minnesota,7.3
2010/8/1,Mississippi,9.8
2010/8/1,Missouri,9.4
2010/8/1,Montana,7
2010/8/1,Nebraska,4.6
2010/8/1,Nevada,13.7
2010/8/1,New Hampshire,5.8
2010/8/1,New Jersey,9.5
2010/8/1,New Mexico,7.8
2010/8/1,New York,8.6
2010/8/1,North Carolina,10.4
2010/8/1,North Dakota,3.6
2010/8/1,Ohio,9.9
2010/8/1,Oklahoma,6.3
2010/8/1,Oregon,10.6
2010/8/1,Pennsylvania,8
2010/8/1,Rhode Island,11.5
2010/8/1,South Carolina,11.1
2010/8/1,South Dakota,4.9
2010/8/1,Tennessee,9.5
2010/8/1,Texas,8.1
2010/8/1,Utah,7.9
2010/8/1,Vermont,6.1
2010/8/1,Virginia,7.2
2010/8/1,Washington,9.1
2010/8/1,West Virginia,8.5
2010/8/1,Wisconsin,8.2
2010/8/1,Wyoming,6.6
2010/9/1,Alabama,10.1
2010/9/1,Alaska,8
2010/9/1,Arizona,10.1
2010/9/1,Arkansas,7.9
2010/9/1,California,12.4
2010/9/1,Colorado,9.3
2010/9/1,Connecticut,9.5
2010/9/1,Delaware,8.5
2010/9/1,District of Columbia,9.8
2010/9/1,Florida,10.8
2010/9/1,Georgia,10.6
2010/9/1,Hawaii,6.8
2010/9/1,Idaho,8.6
2010/9/1,Illinois,10
2010/9/1,Indiana,9.8
2010/9/1,Iowa,6
2010/9/1,Kansas,6.8
2010/9/1,Kentucky,10
2010/9/1,Louisiana,7.8
2010/9/1,Maine,8.3
2010/9/1,Maryland,7.7
2010/9/1,Massachusetts,7.9
2010/9/1,Michigan,11.7
2010/9/1,Minnesota,7.3
2010/9/1,Mississippi,9.8
2010/9/1,Missouri,9.4
2010/9/1,Montana,7
2010/9/1,Nebraska,4.6
2010/9/1,Nevada,13.8
2010/9/1,New Hampshire,5.8
2010/9/1,New Jersey,9.5
2010/9/1,New Mexico,7.8
2010/9/1,New York,8.6
2010/9/1,North Carolina,10.4
2010/9/1,North Dakota,3.6
2010/9/1,Ohio,9.9
2010/9/1,Oklahoma,6.3
2010/9/1,Oregon,10.6
2010/9/1,Pennsylvania,8
2010/9/1,Rhode Island,11.5
2010/9/1,South Carolina,11.1
2010/9/1,South Dakota,4.9
2010/9/1,Tennessee,9.5
2010/9/1,Texas,8.1
2010/9/1,Utah,7.9
2010/9/1,Vermont,6.1
2010/9/1,Virginia,7.1
2010/9/1,Washington,9.1
2010/9/1,West Virginia,8.6
2010/9/1,Wisconsin,8.2
2010/9/1,Wyoming,6.6
2010/10/1,Alabama,10.1
2010/10/1,Alaska,8
2010/10/1,Arizona,10.1
2010/10/1,Arkansas,7.9
2010/10/1,California,12.4
2010/10/1,Colorado,9.4
2010/10/1,Connecticut,9.6
2010/10/1,Delaware,8.5
2010/10/1,District of Columbia,9.9
2010/10/1,Florida,10.8
2010/10/1,Georgia,10.7
2010/10/1,Hawaii,6.8
2010/10/1,Idaho,8.6
2010/10/1,Illinois,9.9
2010/10/1,Indiana,9.7
2010/10/1,Iowa,6
2010/10/1,Kansas,6.9
2010/10/1,Kentucky,10
2010/10/1,Louisiana,7.8
2010/10/1,Maine,8.3
2010/10/1,Maryland,7.7
2010/10/1,Massachusetts,7.8
2010/10/1,Michigan,11.5
2010/10/1,Minnesota,7.3
2010/10/1,Mississippi,9.8
2010/10/1,Missouri,9.5
2010/10/1,Montana,7
2010/10/1,Nebraska,4.6
2010/10/1,Nevada,13.9
2010/10/1,New Hampshire,5.8
2010/10/1,New Jersey,9.5
2010/10/1,New Mexico,7.7
2010/10/1,New York,8.6
2010/10/1,North Carolina,10.4
2010/10/1,North Dakota,3.6
2010/10/1,Ohio,9.8
2010/10/1,Oklahoma,6.3
2010/10/1,Oregon,10.6
2010/10/1,Pennsylvania,8
2010/10/1,Rhode Island,11.5
2010/10/1,South Carolina,11
2010/10/1,South Dakota,4.9
2010/10/1,Tennessee,9.6
2010/10/1,Texas,8.2
2010/10/1,Utah,7.9
2010/10/1,Vermont,6.1
2010/10/1,Virginia,7.1
2010/10/1,Washington,9.1
2010/10/1,West Virginia,8.6
2010/10/1,Wisconsin,8.1
2010/10/1,Wyoming,6.6
2010/11/1,Alabama,10.2
2010/11/1,Alaska,8.1
2010/11/1,Arizona,10
2010/11/1,Arkansas,8
2010/11/1,California,12.4
2010/11/1,Colorado,9.4
2010/11/1,Connecticut,9.6
2010/11/1,Delaware,8.4
2010/11/1,District of Columbia,9.9
2010/11/1,Florida,10.8
2010/11/1,Georgia,10.7
2010/11/1,Hawaii,6.8
2010/11/1,Idaho,8.6
2010/11/1,Illinois,9.8
2010/11/1,Indiana,9.5
2010/11/1,Iowa,6
2010/11/1,Kansas,6.9
2010/11/1,Kentucky,10
2010/11/1,Louisiana,7.8
2010/11/1,Maine,8.2
2010/11/1,Maryland,7.7
2010/11/1,Massachusetts,7.8
2010/11/1,Michigan,11.2
2010/11/1,Minnesota,7.2
2010/11/1,Mississippi,9.9
2010/11/1,Missouri,9.5
2010/11/1,Montana,7.1
2010/11/1,Nebraska,4.6
2010/11/1,Nevada,13.9
2010/11/1,New Hampshire,5.8
2010/11/1,New Jersey,9.5
2010/11/1,New Mexico,7.6
2010/11/1,New York,8.5
2010/11/1,North Carolina,10.5
2010/11/1,North Dakota,3.5
2010/11/1,Ohio,9.7
2010/11/1,Oklahoma,6.2
2010/11/1,Oregon,10.5
2010/11/1,Pennsylvania,7.9
2010/11/1,Rhode Island,11.5
2010/11/1,South Carolina,10.9
2010/11/1,South Dakota,5
2010/11/1,Tennessee,9.7
2010/11/1,Texas,8.2
2010/11/1,Utah,7.9
2010/11/1,Vermont,6.1
2010/11/1,Virginia,7
2010/11/1,Washington,9.1
2010/11/1,West Virginia,8.6
2010/11/1,Wisconsin,8
2010/11/1,Wyoming,6.6
2010/12/1,Alabama,10.1
2010/12/1,Alaska,8
2010/12/1,Arizona,10
2010/12/1,Arkansas,8
2010/12/1,California,12.4
2010/12/1,Colorado,9.3
2010/12/1,Connecticut,9.5
2010/12/1,Delaware,8.2
2010/12/1,District of Columbia,9.9
2010/12/1,Florida,10.7
2010/12/1,Georgia,10.6
2010/12/1,Hawaii,6.8
2010/12/1,Idaho,8.5
2010/12/1,Illinois,9.7
2010/12/1,Indiana,9.3
2010/12/1,Iowa,5.9
2010/12/1,Kansas,6.8
2010/12/1,Kentucky,9.9
2010/12/1,Louisiana,7.8
2010/12/1,Maine,8.1
2010/12/1,Maryland,7.6
2010/12/1,Massachusetts,7.7
2010/12/1,Michigan,10.8
2010/12/1,Minnesota,7.1
2010/12/1,Mississippi,9.9
2010/12/1,Missouri,9.4
2010/12/1,Montana,7
2010/12/1,Nebraska,4.6
2010/12/1,Nevada,13.8
2010/12/1,New Hampshire,5.7
2010/12/1,New Jersey,9.5
2010/12/1,New Mexico,7.5
2010/12/1,New York,8.5
2010/12/1,North Carolina,10.5
2010/12/1,North Dakota,3.5
2010/12/1,Ohio,9.5
2010/12/1,Oklahoma,6.1
2010/12/1,Oregon,10.3
2010/12/1,Pennsylvania,7.9
2010/12/1,Rhode Island,11.4
2010/12/1,South Carolina,10.9
2010/12/1,South Dakota,5
2010/12/1,Tennessee,9.6
2010/12/1,Texas,8.2
2010/12/1,Utah,7.8
2010/12/1,Vermont,6.1
2010/12/1,Virginia,6.9
2010/12/1,Washington,9
2010/12/1,West Virginia,8.5
2010/12/1,Wisconsin,7.9
2010/12/1,Wyoming,6.6
2011/1/1,Alabama,10.1
2011/1/1,Alaska,8
2011/1/1,Arizona,9.8
2011/1/1,Arkansas,8
2011/1/1,California,12.3
2011/1/1,Colorado,9.1
2011/1/1,Connecticut,9.4
2011/1/1,Delaware,8.1
2011/1/1,District of Columbia,10
2011/1/1,Florida,10.6
2011/1/1,Georgia,10.5
2011/1/1,Hawaii,6.8
2011/1/1,Idaho,8.5
2011/1/1,Illinois,9.6
2011/1/1,Indiana,9.1
2011/1/1,Iowa,5.9
2011/1/1,Kansas,6.8
2011/1/1,Kentucky,9.8
2011/1/1,Louisiana,7.8
2011/1/1,Maine,8.1
2011/1/1,Maryland,7.5
2011/1/1,Massachusetts,7.6
2011/1/1,Michigan,10.5
2011/1/1,Minnesota,6.9
2011/1/1,Mississippi,9.9
2011/1/1,Missouri,9.3
2011/1/1,Montana,7
2011/1/1,Nebraska,4.6
2011/1/1,Nevada,13.7
2011/1/1,New Hampshire,5.6
2011/1/1,New Jersey,9.5
2011/1/1,New Mexico,7.4
2011/1/1,New York,8.4
2011/1/1,North Carolina,10.4
2011/1/1,North Dakota,3.5
2011/1/1,Ohio,9.3
2011/1/1,Oklahoma,5.9
2011/1/1,Oregon,10.1
2011/1/1,Pennsylvania,7.8
2011/1/1,Rhode Island,11.2
2011/1/1,South Carolina,10.8
2011/1/1,South Dakota,5
2011/1/1,Tennessee,9.6
2011/1/1,Texas,8.2
2011/1/1,Utah,7.8
2011/1/1,Vermont,6
2011/1/1,Virginia,6.7
2011/1/1,Washington,8.9
2011/1/1,West Virginia,8.4
2011/1/1,Wisconsin,7.8
2011/1/1,Wyoming,6.6
2011/2/1,Alabama,10
2011/2/1,Alaska,7.9
2011/2/1,Arizona,9.8
2011/2/1,Arkansas,8
2011/2/1,California,12.2
2011/2/1,Colorado,8.9
2011/2/1,Connecticut,9.4
2011/2/1,Delaware,7.9
2011/2/1,District of Columbia,10
2011/2/1,Florida,10.5
2011/2/1,Georgia,10.4
2011/2/1,Hawaii,6.7
2011/2/1,Idaho,8.4
2011/2/1,Illinois,9.5
2011/2/1,Indiana,8.9
2011/2/1,Iowa,5.8
2011/2/1,Kansas,6.7
2011/2/1,Kentucky,9.6
2011/2/1,Louisiana,7.7
2011/2/1,Maine,8
2011/2/1,Maryland,7.4
2011/2/1,Massachusetts,7.5
2011/2/1,Michigan,10.4
2011/2/1,Minnesota,6.8
2011/2/1,Mississippi,9.8
2011/2/1,Missouri,9.2
2011/2/1,Montana,6.9
2011/2/1,Nebraska,4.6
2011/2/1,Nevada,13.6
2011/2/1,New Hampshire,5.5
2011/2/1,New Jersey,9.4
2011/2/1,New Mexico,7.2
2011/2/1,New York,8.3
2011/2/1,North Carolina,10.3
2011/2/1,North Dakota,3.4
2011/2/1,Ohio,9.1
2011/2/1,Oklahoma,5.8
2011/2/1,Oregon,9.8
2011/2/1,Pennsylvania,7.7
2011/2/1,Rhode Island,11.1
2011/2/1,South Carolina,10.7
2011/2/1,South Dakota,4.9
2011/2/1,Tennessee,9.5
2011/2/1,Texas,8.2
2011/2/1,Utah,7.7
2011/2/1,Vermont,5.9
2011/2/1,Virginia,6.6
2011/2/1,Washington,8.8
2011/2/1,West Virginia,8.3
2011/2/1,Wisconsin,7.7
2011/2/1,Wyoming,6.5
2011/3/1,Alabama,9.9
2011/3/1,Alaska,7.8
2011/3/1,Arizona,9.7
2011/3/1,Arkansas,8
2011/3/1,California,12.1
2011/3/1,Colorado,8.8
2011/3/1,Connecticut,9.3
2011/3/1,Delaware,7.8
2011/3/1,District of Columbia,10.1
2011/3/1,Florida,10.4
2011/3/1,Georgia,10.3
2011/3/1,Hawaii,6.7
2011/3/1,Idaho,8.4
2011/3/1,Illinois,9.5
2011/3/1,Indiana,8.8
2011/3/1,Iowa,5.7
2011/3/1,Kansas,6.6
2011/3/1,Kentucky,9.5
2011/3/1,Louisiana,7.6
2011/3/1,Maine,7.9
2011/3/1,Maryland,7.4
2011/3/1,Massachusetts,7.4
2011/3/1,Michigan,9.9
2011/3/1,Minnesota,6.7
2011/3/1,Mississippi,9.8
2011/3/1,Missouri,9
2011/3/1,Montana,6.8
2011/3/1,Nebraska,4.5
2011/3/1,Nevada,13.5
2011/3/1,New Hampshire,5.4
2011/3/1,New Jersey,9.4
2011/3/1,New Mexico,7.1
2011/3/1,New York,8.2
2011/3/1,North Carolina,10.2
2011/3/1,North Dakota,3.4
2011/3/1,Ohio,9
2011/3/1,Oklahoma,5.6
2011/3/1,Oregon,9.7
2011/3/1,Pennsylvania,7.6
2011/3/1,Rhode Island,11
2011/3/1,South Carolina,10.7
2011/3/1,South Dakota,4.9
2011/3/1,Tennessee,9.4
2011/3/1,Texas,8.1
2011/3/1,Utah,7.7
2011/3/1,Vermont,5.9
2011/3/1,Virginia,6.6
2011/3/1,Washington,8.8
2011/3/1,West Virginia,8.1
2011/3/1,Wisconsin,7.6
2011/3/1,Wyoming,6.3
2011/4/1,Alabama,9.9
2011/4/1,Alaska,7.8
2011/4/1,Arizona,9.6
2011/4/1,Arkansas,8
2011/4/1,California,12
2011/4/1,Colorado,8.7
2011/4/1,Connecticut,9.2
2011/4/1,Delaware,7.7
2011/4/1,District of Columbia,10.3
2011/4/1,Florida,10.3
2011/4/1,Georgia,10.3
2011/4/1,Hawaii,6.7
2011/4/1,Idaho,8.4
2011/4/1,Illinois,9.6
2011/4/1,Indiana,8.7
2011/4/1,Iowa,5.7
2011/4/1,Kansas,6.5
2011/4/1,Kentucky,9.5
2011/4/1,Louisiana,7.5
2011/4/1,Maine,7.8
2011/4/1,Maryland,7.3
2011/4/1,Massachusetts,7.4
2011/4/1,Michigan,10
2011/4/1,Minnesota,6.7
2011/4/1,Mississippi,9.9
2011/4/1,Missouri,8.9
2011/4/1,Montana,6.8
2011/4/1,Nebraska,4.5
2011/4/1,Nevada,13.5
2011/4/1,New Hampshire,5.4
2011/4/1,New Jersey,9.4
2011/4/1,New Mexico,7.1
2011/4/1,New York,8.2
2011/4/1,North Carolina,10.2
2011/4/1,North Dakota,3.4
2011/4/1,Ohio,9
2011/4/1,Oklahoma,5.6
2011/4/1,Oregon,9.6
2011/4/1,Pennsylvania,7.6
2011/4/1,Rhode Island,11
2011/4/1,South Carolina,10.7
2011/4/1,South Dakota,4.8
2011/4/1,Tennessee,9.3
2011/4/1,Texas,8.1
2011/4/1,Utah,7.7
2011/4/1,Vermont,5.8
2011/4/1,Virginia,6.5
2011/4/1,Washington,8.7
2011/4/1,West Virginia,8
2011/4/1,Wisconsin,7.6
2011/4/1,Wyoming,6.2
2011/5/1,Alabama,9.8
2011/5/1,Alaska,7.7
2011/5/1,Arizona,9.6
2011/5/1,Arkansas,8
2011/5/1,California,12
2011/5/1,Colorado,8.7
2011/5/1,Connecticut,9.2
2011/5/1,Delaware,7.7
2011/5/1,District of Columbia,10.4
2011/5/1,Florida,10.2
2011/5/1,Georgia,10.3
2011/5/1,Hawaii,6.8
2011/5/1,Idaho,8.3
2011/5/1,Illinois,9.8
2011/5/1,Indiana,8.8
2011/5/1,Iowa,5.7
2011/5/1,Kansas,6.4
2011/5/1,Kentucky,9.5
2011/5/1,Louisiana,7.4
2011/5/1,Maine,7.8
2011/5/1,Maryland,7.4
2011/5/1,Massachusetts,7.3
2011/5/1,Michigan,10.1
2011/5/1,Minnesota,6.7
2011/5/1,Mississippi,9.9
2011/5/1,Missouri,8.8
2011/5/1,Montana,6.7
2011/5/1,Nebraska,4.5
2011/5/1,Nevada,13.4
2011/5/1,New Hampshire,5.5
2011/5/1,New Jersey,9.4
2011/5/1,New Mexico,7.1
2011/5/1,New York,8.2
2011/5/1,North Carolina,10.2
2011/5/1,North Dakota,3.4
2011/5/1,Ohio,9
2011/5/1,Oklahoma,5.5
2011/5/1,Oregon,9.6
2011/5/1,Pennsylvania,7.7
2011/5/1,Rhode Island,11
2011/5/1,South Carolina,10.7
2011/5/1,South Dakota,4.7
2011/5/1,Tennessee,9.3
2011/5/1,Texas,8.2
2011/5/1,Utah,7.7
2011/5/1,Vermont,5.7
2011/5/1,Virginia,6.5
2011/5/1,Washington,8.6
2011/5/1,West Virginia,7.9
2011/5/1,Wisconsin,7.6
2011/5/1,Wyoming,6.1
2011/6/1,Alabama,9.8
2011/6/1,Alaska,7.7
2011/6/1,Arizona,9.6
2011/6/1,Arkansas,8
2011/6/1,California,12
2011/6/1,Colorado,8.7
2011/6/1,Connecticut,9.1
2011/6/1,Delaware,7.7
2011/6/1,District of Columbia,10.5
2011/6/1,Florida,10.1
2011/6/1,Georgia,10.3
2011/6/1,Hawaii,6.9
2011/6/1,Idaho,8.3
2011/6/1,Illinois,9.9
2011/6/1,Indiana,8.9
2011/6/1,Iowa,5.7
2011/6/1,Kansas,6.4
2011/6/1,Kentucky,9.5
2011/6/1,Louisiana,7.4
2011/6/1,Maine,7.8
2011/6/1,Maryland,7.4
2011/6/1,Massachusetts,7.3
2011/6/1,Michigan,10.2
2011/6/1,Minnesota,6.7
2011/6/1,Mississippi,9.9
2011/6/1,Missouri,8.8
2011/6/1,Montana,6.7
2011/6/1,Nebraska,4.4
2011/6/1,Nevada,13.5
2011/6/1,New Hampshire,5.5
2011/6/1,New Jersey,9.4
2011/6/1,New Mexico,7.1
2011/6/1,New York,8.3
2011/6/1,North Carolina,10.3
2011/6/1,North Dakota,3.4
2011/6/1,Ohio,9
2011/6/1,Oklahoma,5.5
2011/6/1,Oregon,9.7
2011/6/1,Pennsylvania,7.8
2011/6/1,Rhode Island,11
2011/6/1,South Carolina,10.7
2011/6/1,South Dakota,4.6
2011/6/1,Tennessee,9.2
2011/6/1,Texas,8.3
2011/6/1,Utah,7.7
2011/6/1,Vermont,5.7
2011/6/1,Virginia,6.6
2011/6/1,Washington,8.6
2011/6/1,West Virginia,7.8
2011/6/1,Wisconsin,7.6
2011/6/1,Wyoming,6
2011/7/1,Alabama,9.7
2011/7/1,Alaska,7.7
2011/7/1,Arizona,9.5
2011/7/1,Arkansas,8
2011/7/1,California,12
2011/7/1,Colorado,8.7
2011/7/1,Connecticut,9
2011/7/1,Delaware,7.6
2011/7/1,District of Columbia,10.5
2011/7/1,Florida,10
2011/7/1,Georgia,10.2
2011/7/1,Hawaii,7
2011/7/1,Idaho,8.2
2011/7/1,Illinois,10
2011/7/1,Indiana,9.1
2011/7/1,Iowa,5.7
2011/7/1,Kansas,6.3
2011/7/1,Kentucky,9.5
2011/7/1,Louisiana,7.4
2011/7/1,Maine,7.8
2011/7/1,Maryland,7.4
2011/7/1,Massachusetts,7.2
2011/7/1,Michigan,10.2
2011/7/1,Minnesota,6.7
2011/7/1,Mississippi,9.9
2011/7/1,Missouri,8.7
2011/7/1,Montana,6.7
2011/7/1,Nebraska,4.4
2011/7/1,Nevada,13.4
2011/7/1,New Hampshire,5.5
2011/7/1,New Jersey,9.4
2011/7/1,New Mexico,7.2
2011/7/1,New York,8.3
2011/7/1,North Carolina,10.3
2011/7/1,North Dakota,3.4
